,id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,city
196355,14180539,Spacious Private Bedroom & Skylight,547669,Jamie,,Outer Sunset,37.7572,-122.49858,Private room,70,30,3,31/08/19,0.06,4,365,San Francisco
188841,27902672,Updated Guest House With City Views!,22012010,Patrick,,Pacific Beach,32.80848,-117.23802,Entire home/apt,125,3,28,06/07/20,1.22,40,64,San Diego
158787,42405876,Murray Hill One Bedroom Apt-P,337491638,Ash,Manhattan,Murray Hill,40.74336,-73.97216,Entire home/apt,180,30,0,,,4,179,New York City
134461,17078010,Bushwick apartment (bedroom) right off L train!,1286399,Lauren,Brooklyn,Bushwick,40.70072,-73.91594,Private room,150,1,4,02/01/20,0.09,1,358,New York City
203756,41645656,"3BR/3BA, Beach in walking distance, 20min to Sf",2310061,Hanna,,Pacifica,37.59422,-122.51131,Entire home/apt,290,1,0,,,4,124,San Mateo County
60949,29217621,HO'OLEI #93-2-BEAUTIFULLY APPOINTED VILLA-AC,57940735,Pmi,Maui,Kihei-Makena,20.68317,-156.43897,Entire home/apt,499,4,17,09/03/20,0.92,63,283,Hawaii
135939,18913089,MASTER SUITE in 3 Story Loft in an old BK Church,23568850,Olivia,Brooklyn,Williamsburg,40.71592,-73.95666,Private room,126,3,4,24/09/17,0.1,1,0,New York City
135313,18235200,Cozy Private Bedroom Near LGA,62466309,Paula,Queens,East Elmhurst,40.76518,-73.89182,Private room,50,2,1,02/12/18,0.05,1,37,New York City
133927,16416983,Williamsburg 1 bed Apartment,29456854,Jarrod,Brooklyn,Williamsburg,40.71218,-73.95757,Entire home/apt,128,5,5,06/11/19,0.12,1,64,New York City
171388,15563002,"2 Bedrooms w/Loft & En-Suite Baths, Walk to Harbor",78139874,Chris,Newport,Newport,41.47752,-71.3134,Entire home/apt,225,2,6,26/05/20,0.15,35,350,Rhode Island
209728,27316077,Wa Na Wari Arts Loft Apartment-Entire Apartment,205814540,Inye,Central Area,Mann,47.60983,-122.30079,Entire home/apt,145,1,11,11/11/19,0.93,3,172,Seattle
56082,20440485,Shige & Jane's Molokai Beachfront Condominium 208,50078010,Jane,Maui,Molokai,21.08235,-157.00271,Entire home/apt,130,2,76,22/03/20,2.18,4,254,Hawaii
113123,21962338,French Quarter CBD Casino Area Condo - Balcony!,74907357,Annie,,Central Business District,29.95048,-90.0679,Entire home/apt,90,2,85,08/08/20,2.6,7,272,New Orleans
150421,34857809,Entire Stunning Studio next to Met/Central Park,69433846,Isabelle,Manhattan,Upper East Side,40.77712,-73.96246,Entire home/apt,160,60,7,28/02/20,0.58,1,109,New York City
210312,32662859,Unbeatable 100 Walkscore 1BD 2 w/ balcony F2,8534462,Barsala,Capitol Hill,Broadway,47.61428,-122.3264,Entire home/apt,169,30,2,13/09/19,0.13,214,0,Seattle
48634,1000771,King Bed with Private Bathroom &  Ocean Views,1423797,Jade,Hawaii,North Hilo,19.9052,-155.13353,Private room,79,1,28,08/08/20,0.31,12,357,Hawaii
130973,13466302,Very central loft-like apartment on UWS,26297742,Valeria,Manhattan,Upper West Side,40.77981,-73.98499,Entire home/apt,325,5,9,27/12/19,0.18,1,178,New York City
29588,20672624,Lincoln Park Escape,44618537,Robert,,Lincoln Park,41.92942,-87.64397,Private room,114,1,19,23/09/19,0.57,4,180,Chicago
129247,11671588,Townhouse 2 BR Central Park West,61391963,Corporate Housing,Manhattan,Upper West Side,40.78833,-73.97026,Entire home/apt,150,30,7,22/11/19,0.21,120,0,New York City
2235,354569,Ultimate casually elegant retreat,2049988,Mike,,78703,30.28923,-97.7606,Entire home/apt,248,3,11,05/07/17,0.11,1,0,Austin
64658,35381249,King Room with Balcony,262442924,Alohilani Resort,Honolulu,Primary Urban Center,21.27579,-157.82284,Hotel room,358,1,0,,,11,214,Hawaii
2570,1593451,South Lamar Zilker Cottage,8495321,Rebecca,,78704,30.24736,-97.77576,Entire home/apt,85,3,203,06/09/20,2.51,1,325,Austin
38465,33322344,4-Bedroom 5-Bed 3.2-Mile To Strip! Live 8-guest!,251020256,Victoria,,Unincorporated Areas,36.11913,-115.23242,Entire home/apt,218,2,39,08/08/20,2.28,1,86,Clark County
168454,23430342,A Perch in Southeast,3665980,Rebecca,,Woodstock,45.48493,-122.60275,Entire home/apt,75,3,1,24/02/20,0.22,1,0,Portland
218619,43834142,A place to call home | 1BR in Minnetonka,342643084,P C H,,Hennepin,44.97459,-93.46484,Entire home/apt,71,30,0,,,38,360,Twin Cities MSA
79000,12053997,LA hideaway with outdoor space and parking!,45250899,Fer,City of Los Angeles,Echo Park,34.08641,-118.26139,Entire home/apt,96,30,49,23/12/19,0.95,1,0,Los Angeles
10722,41882776,Cozy oasis with bonus loft and wfh setup,40238445,Emily,,78749,30.21981,-97.86307,Entire home/apt,200,1,6,30/07/20,1.86,1,3,Austin
170570,44059965,Private bathroom CHIC & CLEAN walk to restaurants,321451214,Kim,,King,45.55745,-122.66108,Private room,56,1,0,,,9,16,Portland
221676,19435562,NEWLY UPDATED Georgetown Spacious & beautiful 1 BR,17633,Charlotte (& Anna-Regina),,"Georgetown, Burleith/Hillandale",38.90962,-77.05937,Entire home/apt,130,2,36,26/12/19,0.96,48,16,Washington D.C.
203969,43271751,Charming and safe Chalet with private garden & BBQ,29468962,Cynthia,,San Carlos,37.51222,-122.26136,Entire home/apt,135,4,1,03/07/20,1.0,1,46,San Mateo County
77025,7636928,Clean and Nice Room,34068320,Fabian,Other Cities,Long Beach,33.79337,-118.13856,Private room,60,1,8,17/07/16,0.13,2,363,Los Angeles
136545,19459142,Comfy stay!,135696084,Dustin,Manhattan,Kips Bay,40.74072,-73.98133,Private room,60,1,0,,,1,0,New York City
16613,9300961,Hollywood Beach as LOW as $49,48266999,Ron,,Hollywood,26.03073,-80.15512,Private room,49,4,14,02/02/20,0.26,1,365,Broward County
121676,4038794,Bright room with private bathroom,19638238,Elke,Manhattan,Washington Heights,40.83428,-73.94738,Private room,70,2,29,08/12/19,0.47,1,269,New York City
131022,13496176,Spacious duplex w/ backyard in Stuyvesant Heights.,7697189,Daniel,Brooklyn,Bedford-Stuyvesant,40.68015,-73.9355,Entire home/apt,165,2,3,24/10/16,0.06,1,0,New York City
56038,20299641,Cozy Maui Condo across from Kamaole Beach Park,64212414,Adam,Maui,Kihei-Makena,20.71139,-156.4442,Entire home/apt,220,3,9,14/04/19,0.26,1,348,Hawaii
61912,30963473,"Maui Vista #2-423 2Bd/2ba Close to Kamaole Beach, in the heart of South Kihei",51017586,Rentals Maui,Maui,Kihei-Makena,20.72664,-156.44735,Entire home/apt,189,3,0,,,215,146,Hawaii
163081,1718078,"Designer house, Urban Haven",399857,Magali,,Paradise Park,37.84416,-122.28011,Entire home/apt,134,2,37,26/12/18,0.45,1,0,Oakland
10502,41064723,Spacious private room & bathroom in North Austin,81289609,Jann,,78717,30.49909,-97.74784,Private room,55,5,1,15/01/20,0.12,1,177,Austin
200174,40042056,FiDi Heights View,303118342,Jesse,,Financial District,37.79176,-122.39873,Entire home/apt,225,90,0,,,11,177,San Francisco
208251,19140686,Historic U-District Studio,9768188,Staci,University District,University District,47.65865,-122.31803,Entire home/apt,90,30,18,12/01/20,0.52,1,71,Seattle
164938,27510154,Cozy detached studio with hot tub near Bart,22851168,Shane,,Longfellow,37.83423,-122.27409,Entire home/apt,139,2,31,04/03/20,1.69,1,58,Oakland
118943,993040,YOUR HARLEM HOME AWAY FROM HOME,5454862,Barbara,Manhattan,Harlem,40.8278,-73.94891,Entire home/apt,121,2,208,20/03/20,2.33,1,0,New York City
222764,25501812,"Private Suite, perfect for Summer Interns!",17934570,Mandy,,"Union Station, Stanton Park, Kingman Park",38.8941,-77.00206,Private room,100,30,1,23/09/18,0.04,5,365,Washington D.C.
38225,32196199,Welcome to Las Vegas,240310200,Dilia,,Unincorporated Areas,36.14045,-115.10767,Private room,28,1,56,30/08/20,3.1,2,163,Clark County
179125,32881019,Charming modern 1 bedroom 1 bath guest apartment,6326065,Tim,,Unincorporated Areas,37.3172,-121.92727,Entire home/apt,99,5,17,01/06/20,1.18,7,347,San Clara Country
150568,35005563,Sonder | Cassa | Bright 1BR + Rooftop,219517861,Sonder (NYC),Manhattan,Midtown,40.756,-73.98195,Entire home/apt,142,29,0,,,40,104,New York City
13645,20055667,Newly Renovated Private Bedroom Close to  Airport,15943555,Monya,,East Boston,42.37993,-71.04062,Private room,80,1,38,03/11/19,1.02,4,0,Boston
67375,40406175,Village by the Sea,18354230,Claudia,Maui,Kihei-Makena,20.75924,-156.45898,Entire home/apt,159,4,1,12/12/19,0.11,2,311,Hawaii
198289,28009722,Hayes Valley Work Ready Private Room and Bath,198616,Nancy,,Western Addition,37.77476,-122.42608,Private room,110,1,95,23/02/20,3.93,2,5,San Francisco
60804,28913251,Oceanfront Sandy Beach 6 Bedrooms 4 Baths Jaguzzi,205701223,Sandra,Honolulu,Waianae,21.46087,-158.20868,Entire home/apt,1100,5,17,20/02/20,0.73,2,355,Hawaii
29721,21401178,🏳️‍🌈Kick-Ass Stylish Flat with Kitties 🐱🏳️‍🌈  LGBTQ SAFE,79704293,Colin,,Lincoln Square,41.96903,-87.68089,Private room,38,7,74,31/08/20,2.08,1,25,Chicago
154731,39352903,Newly renovated cozy one BR apartment close to NYC,301875564,Karen And Paul,Bronx,Wakefield,40.9049,-73.84643,Private room,60,1,9,15/05/20,1.4,1,66,New York City
52173,12889739,Ocean view 2 Bed 2 Bath Villa,70557984,Zaheed,Honolulu,Ewa,21.33152,-158.12084,Entire home/apt,500,7,2,25/01/20,0.08,1,8,Hawaii
143594,26845561,The Unique Home in New York City,78643953,Daniel,Brooklyn,Bushwick,40.68875,-73.916,Entire home/apt,155,4,50,15/03/20,2.43,3,357,New York City
30677,28253363,"Large Private Unit w/ Projector, Parking, &Laundry",5838524,Caroline,,Portage Park,41.93887,-87.77351,Entire home/apt,80,2,24,22/10/19,1.02,1,0,Chicago
210475,33428969,Modern Capitol Hill Studio Steps to Volunteer Park,251831101,Ann,Capitol Hill,Broadway,47.62588,-122.32379,Entire home/apt,623,1,82,05/05/20,5.86,3,333,Seattle
96127,38279411,Hollywood Highland Hostel And Hôtel,287644375,Vanessa,City of Los Angeles,East Hollywood,34.10137,-118.30832,Shared room,300,7,0,,,1,269,Los Angeles
110144,43407146,FREE POOL and PARKING! Walk to the Gulch! Murals!,35801381,Music City Housing,,District 17,36.14668,-86.7816,Entire home/apt,121,1,14,12/08/20,6.56,3,264,Nashville
99315,41559943,80's Mansion with Panoramic Woodland Hills' Views,327410317,Melodee,City of Los Angeles,Woodland Hills,34.14778,-118.59192,Entire home/apt,257,30,0,,,1,51,Los Angeles
211769,41537960,Stay healthy! Stay clean! Sterile & Disinfected!,249951377,Anna,Capitol Hill,Broadway,47.61817,-122.31636,Entire home/apt,75,1,22,07/06/20,4.29,3,44,Seattle
6735,22723442,Cute Centrally Located 1950's Bungalow!,37973959,Meghan,,78756,30.32487,-97.73389,Entire home/apt,99,2,3,02/07/18,0.1,1,0,Austin
187779,24183774,Private City Apt. with backyard!,13061511,Salina,,Park West,32.72794,-117.16272,Entire home/apt,175,2,10,26/07/19,0.66,1,0,San Diego
48763,1339976,B202 WAIPOULI BEACH 2 BEDROOM SUITE W/ AC,756093,Joshua,Kauai,Kapaa-Wailua,22.06151,-159.3212,Entire home/apt,227,1,30,13/03/20,0.58,90,0,Hawaii
204706,16423067,Seacliff Beach Flat,12225353,Joshua And Jeanne,,Unincorporated Areas,36.97637,-121.9147,Entire home/apt,140,2,254,26/03/20,6.01,2,162,Santa Cruz County
53234,15511769,"Corner End Unit, Balcony, Diamond Head Studio 1005",43793840,Mark,Honolulu,Primary Urban Center,21.26104,-157.8203,Entire home/apt,65,2,44,18/03/20,0.97,100,319,Hawaii
134287,16783144,Wonderful island life in NYC,20600569,Tiffany,Manhattan,Roosevelt Island,40.76335,-73.94937,Private room,50,1,130,26/07/20,3.04,2,230,New York City
156306,40506862,A beautiful room in a spacious house!,3782356,Hadi,Brooklyn,Bay Ridge,40.63521,-74.03455,Private room,40,7,0,,,1,364,New York City
166695,3835937,In the heart of the inner eastside,19756066,Randy,,Sullivan's Gulch,45.5351,-122.63842,Private room,44,1,455,04/07/20,6.34,1,343,Portland
177725,25189932,"TRIBE ❤️ Deep Cleaned  Quiet 2BR, North San Jose",18839434,Tribe,,San Jose,37.40559,-121.93226,Entire home/apt,239,30,36,25/05/20,1.44,125,362,San Clara Country
185129,15693993,Private Custom Studio,101313716,Jake,,City Heights West,32.74569,-117.1077,Entire home/apt,55,1,208,26/04/20,6.48,1,38,San Diego
94313,35800673,"Hotel Angeleno, Standard King",267428996,Hotel Angeleno,City of Los Angeles,Brentwood,34.07324,-118.46862,Private room,175,1,37,07/09/20,3.63,3,365,Los Angeles
153366,38131474,⭐Oversized Real 3bd New Yorker Apt!,265248832,Noe,Manhattan,East Harlem,40.79836,-73.94191,Entire home/apt,299,2,15,29/02/20,1.3,1,0,New York City
168635,25266062,Portland's White House - M4,254878,David,,Irvington,45.5376,-122.64332,Hotel room,270,2,1,03/08/18,0.04,8,174,Portland
213597,19385465,Family Home in Northeast - close to everything!,3298257,Tessa,,Hennepin,45.01704,-93.27181,Entire home/apt,600,2,0,,,1,0,Twin Cities MSA
186615,20327969,Boho Banker's Hill Apt,46878960,Katie,,Midtown,32.73163,-117.16408,Entire home/apt,295,1,0,,,1,0,San Diego
184338,13298532,"Leah`s Oceanfront Condo: On Boardwalk, Pool & Hot Tub",37353287,Nancys,,Pacific Beach,32.7995,-117.25759,Entire home/apt,299,6,3,31/12/19,0.07,40,347,San Diego
180121,38188785,Gated Community Guest Suite with Private Entrance,269707072,Van,,San Jose,37.32553,-121.84688,Entire home/apt,59,1,54,12/02/20,5.77,1,35,San Clara Country
129522,12064423,Beautiful private room in Bedstuy,13406868,Andrew,Brooklyn,Bedford-Stuyvesant,40.68464,-73.95002,Private room,45,4,1,15/05/16,0.02,1,0,New York City
116010,40445886,they all lived together in a little crooked house.,174815,D,,Hollygrove,29.96763,-90.12434,Private room,45,1,4,31/07/20,0.45,2,285,New Orleans
72438,38893792,Clean&Quiet 1BR | Travel Nurse Friendly |JC by GLS,30283594,Global Luxury Suites,,Ward E (councilmember James Solomon),40.72562,-74.03625,Entire home/apt,125,1,8,16/02/20,1.0,55,365,Jersey City
150028,34487247,Premier King Room Central Park,261761196,Park Central,Manhattan,Midtown,40.76462,-73.98319,Private room,121,1,2,18/05/20,0.21,8,208,New York City
164084,16260126,Private Garden Cottage Fast WIFI Workspace Kitchen,3654316,Suellen & David,,Longfellow,37.82872,-122.27519,Entire home/apt,80,2,96,17/05/20,2.26,4,322,Oakland
80619,14824119,The Cazador Barn-Mt. Washington,3844352,Carrick,City of Los Angeles,Glassell Park,34.10587,-118.23449,Entire home/apt,108,2,242,23/08/20,4.95,2,350,Los Angeles
168526,24141003,Spacious & Quiet Private Retreat; quick to dwntn,181896912,Jennifer,,Foster-Powell,45.49607,-122.6018,Entire home/apt,74,2,59,30/06/20,2.65,1,71,Portland
85391,22088863,一楼套房（First floor suite）,23640988,Mandy,Other Cities,Walnut,34.03683,-117.84971,Private room,45,1,0,,,2,0,Los Angeles
173882,40270077,Lovely 3 Bdrm Home in the Heart of Sand Hill Cove!,223489475,Carly,Washington,Narragansett,41.37188,-71.49256,Entire home/apt,300,3,0,,,67,11,Rhode Island
136456,19384034,Great space for 1 or 2 guests!,135877454,Zoilo,Queens,Astoria,40.76065,-73.90905,Entire home/apt,100,30,6,01/09/18,0.22,1,0,New York City
30250,25236101,"Pup Friendly, Tropically Inspired, Back Yard!",28892525,Jennifer,,Irving Park,41.94376,-87.73529,Entire home/apt,103,2,11,13/10/19,0.4,2,174,Chicago
193502,43291593,VILLA BERMUDA BEACH - New Luxury Oceanfront Home,344576481,Kyle,,Ocean Beach,32.73778,-117.25461,Entire home/apt,895,4,2,18/07/20,1.82,9,327,San Diego
198615,30534155,Beautiful Fisherman's Warf  view Flat,39729330,Brad,,Russian Hill,37.80568,-122.42116,Entire home/apt,250,3,12,03/09/20,1.85,1,159,San Francisco
53107,15235178,5 Star Kamaole Sands! Steps to Beach & Pool!,45604898,Laurie,Maui,Kihei-Makena,20.70913,-156.44408,Entire home/apt,169,4,13,01/11/19,0.29,3,269,Hawaii
211269,38320739,"Spacious Open 1 Bedroom, Close to Amazon",94706699,Modern Luxe Condos,Downtown,Belltown,47.6139,-122.3426,Entire home/apt,122,2,3,31/01/20,0.46,3,167,Seattle
41091,42753890,"One Bedroom Suite, Las Vegas Condo (A712)",309747570,William,,City of Las Vegas,36.16919,-115.13909,Entire home/apt,144,3,0,,,20,3,Clark County
161509,44179648,Bed in studio apartment in NYC,185970481,Leah,Brooklyn,Crown Heights,40.66922,-73.94129,Shared room,100,3,0,,,1,87,New York City
111323,6134655,Home Sweet Home,10730321,Dreama,,Marlyville - Fontainbleau,29.95367,-90.12167,Entire home/apt,366,30,14,26/02/20,0.24,1,179,New Orleans
36607,24102634,Stunning Las Vegas Vacation Home,67828953,Traveling Panda,,City of North Las Vegas,36.26354,-115.11992,Entire home/apt,186,2,92,16/08/20,3.17,2,233,Clark County
16156,4484576,Blue Room - Heart of Wilton Manors. Heated Pool.,3685146,Raazee,,Wilton Manors,26.16101,-80.12848,Private room,47,1,521,24/03/20,7.62,3,116,Broward County
142981,25998807,"Great Private Room in Midtown, great Location!",193364875,Silva,Manhattan,Hell's Kitchen,40.76311,-73.98704,Private room,99,2,112,16/03/20,4.38,2,6,New York City
103004,44584088,4 bed upper unit at Alamitos Ave and Anaheim St,360796609,Brandon,Other Cities,Long Beach,33.78428,-118.17593,Entire home/apt,110,3,2,20/08/20,1.82,3,333,Los Angeles
117395,67397,SoHa comfort-by NW Central Park!,332189,Elise,Manhattan,Harlem,40.80332,-73.95741,Private room,122,15,112,31/12/19,0.98,1,219,New York City
19868,27393407,6th Floor Brand New Condo on the beach,206443081,Namanya,,Fort Lauderdale,26.12742,-80.10514,Entire home/apt,175,3,65,16/03/20,3.05,1,257,Broward County
169364,33045686,Avoid front desks in this modern 2BD in Portland,8534462,Barsala,,Kenton,45.59115,-122.68423,Entire home/apt,250,30,1,02/11/19,0.12,162,0,Portland
24187,40608718,Tropical Private House with Pool,136978618,Angelica,,Fort Lauderdale,26.19514,-80.11689,Entire home/apt,135,1,9,17/05/20,1.89,1,124,Broward County
206958,10054747,Welcome to The Library - A Modern Studio Apartment,51601030,Susan,Magnolia,Southeast Magnolia,47.64775,-122.39359,Entire home/apt,95,2,140,29/02/20,3.17,1,133,Seattle
143400,26566099,Bedstuy Cove,199740814,Luqman,Brooklyn,Bedford-Stuyvesant,40.68125,-73.92326,Private room,245,50,7,23/08/18,0.27,1,0,New York City
90131,29516978,Arts District Pad w/ Parking,192382685,Angel,City of Los Angeles,North Hollywood,34.17249,-118.3796,Entire home/apt,96,30,2,24/11/18,0.09,1,0,Los Angeles
107726,31742742,"Stroll Five Points from a Cottage with a Chic, Artistic Feel",238083807,Patrick And Toni,,District 6,36.17716,-86.74684,Entire home/apt,141,2,37,07/03/20,2.09,1,27,Nashville
151766,36270530,Heart of Harlem Studio,272787571,Rj,Manhattan,Harlem,40.81374,-73.9439,Entire home/apt,125,5,8,02/01/20,0.6,2,365,New York City
81417,16245464,StayCation - Your Private Home Away from Home,106210386,Gloria,Other Cities,Agoura Hills,34.1518,-118.78391,Entire home/apt,314,5,40,27/08/20,0.96,1,302,Los Angeles
175489,8974435,Executive Silicon Valley Guest House & Garden,1149958,Peggy,,Campbell,37.29925,-121.94312,Entire home/apt,175,30,76,19/03/20,1.38,3,237,San Clara Country
133768,16332242,"Spacious, cozy, quiet 1.5 bedroom",85692123,Audrey,Queens,Ridgewood,40.70501,-73.91065,Entire home/apt,99,4,1,02/01/17,0.02,1,0,New York City
191410,37498753,Two Bedroom Craftsman in the Heart of Hillcrest,161624373,Ted,,Midtown,32.74899,-117.15633,Entire home/apt,300,2,27,18/07/20,2.31,7,55,San Diego
144193,27583185,Charming Private Room in Historic Strivers Row,32993072,Rita,Manhattan,Harlem,40.81938,-73.94548,Private room,65,3,7,16/12/18,0.3,1,27,New York City
179905,37206052,Executive Large Studio-1Bath near Silicon Valley,3793149,Phu,,San Jose,37.30486,-121.82461,Entire home/apt,140,2,0,,,19,121,San Clara Country
174887,2405200,"Amazing Views, Gated, Large Tuscan",12293177,Robin,,Milpitas,37.45997,-121.87999,Private room,60,30,22,03/03/19,0.31,2,365,San Clara Country
212675,10436388,Home Away From Home,53758475,Megan,,Hennepin,45.0107,-93.23176,Entire home/apt,65,1,238,17/05/20,4.42,1,160,Twin Cities MSA
89778,28966805,Gorgeous Mediterranean w/Spa bath and Ocean views,76408,Wendy,Unincorporated Areas,Unincorporated Santa Monica Mountains,34.04688,-118.77156,Entire home/apt,475,4,2,07/08/20,0.23,5,363,Los Angeles
128106,10049766,1 Bedroom in a 3 bedrooms loft,35083661,Julien,Brooklyn,Williamsburg,40.71741,-73.95978,Private room,65,1,0,,,1,0,New York City
211803,41775294,Blue Jay House- Spacious Ballard Suite!,229095817,Loftium,Ballard,West Woodland,47.66898,-122.36457,Entire home/apt,65,30,9,10/06/20,2.48,110,56,Seattle
191060,36443940,Nice Trailer for Rent,274002759,Orlando,,Southwest,32.5977,-117.04784,Entire home/apt,40,1,1,31/03/20,0.25,1,310,San Diego
120246,2298373,Luxury private apartment/Suite/with balcony,10149317,Lana,Queens,Rego Park,40.73068,-73.85823,Entire home/apt,120,7,45,21/08/20,0.79,6,251,New York City
152873,37568587,Seeking student 6month to 1 year stay,283822930,Anais,Queens,Astoria,40.77348,-73.93034,Private room,1300,43,0,,,1,363,New York City
198705,31290178,Large Comfortable Bedroom - Queen Bed,28502179,Tammy,,Bayview,37.73016,-122.39746,Private room,50,30,5,13/04/20,0.28,2,337,San Francisco
158399,42096276,Townhouse Triplex PH with Private Roof Terrace,192380618,Sara,Manhattan,Upper West Side,40.77884,-73.97732,Entire home/apt,840,7,5,20/08/20,0.75,1,356,New York City
